# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
27/10/2025 00:00:00,Class A,219026172,58.118247,10.005437,Engaged in fishing,0.0,2.6,55.1,47,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2194006,55.538917,5.033400,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2194005,56.344250,4.272000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190064,56.716540,11.519060,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190064,56.716540,11.519060,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,257273800,55.966455,11.844018,Under way using engine,0.0,0.1,189.5,309,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class B,219033322,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,MEECA,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class B,219014355,56.968387,9.246873,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219003966,55.675390,11.100415,Under way using engine,0.0,0.0,8.6,186,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255724000,54.702233,14.091992,Under way using engine,0.0,8.3,297.6,297,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219024176,55.592883,12.680078,Under way using engine,0.0,0.0,216.3,222,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,248024000,56.743702,11.877673,Constrained by her draught,-0.2,12.2,189.2,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,248024000,56.743702,11.877673,Constrained by her draught,-0.2,12.2,189.2,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219000855,57.321497,11.126435,Unknown value,0.0,0.0,297.7,123,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,247229700,55.655980,10.789620,Under way using engine,3.6,13.9,359.7,354,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,247229700,55.655980,10.789620,Under way using engine,3.6,13.9,359.7,354,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219000855,57.321497,11.126435,Unknown value,0.0,0.0,297.7,123,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,247229700,55.655980,10.789620,Under way using engine,3.6,13.9,359.7,354,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,247229700,55.655980,10.789620,Under way using engine,3.6,13.9,359.7,354,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255805981,55.400203,5.429517,Under way using engine,0.0,10.5,225.6,228,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,266254000,57.798228,11.103548,Under way using engine,0.0,7.2,291.4,291,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219001588,57.665852,9.658125,Engaged in fishing,,0.8,353.1,273,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class B,211370210,91.000000,0.000000,Unknown value,,,,,Unknown,DB7541,,Port tender,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,246000000,55.604695,15.109595,Under way using engine,0.0,10.3,238.8,240,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class B,219027084,91.000000,0.000000,Unknown value,,,,,Unknown,XPH5754,,Pleasure,,4,,Undefined,,Unknown,,AIS,,,2,2
27/10/2025 00:00:00,Class A,219024178,54.571848,11.928710,Under way using engine,,0.0,121.5,148,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,636092313,55.265675,7.397640,Under way using engine,,14.6,178.7,179,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265828500,56.199247,12.546292,Unknown value,-1.1,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265828500,56.199247,12.546292,Unknown value,-1.1,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265610940,55.609643,12.931097,Under way using engine,0.0,20.1,54.0,53,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class B,219026534,55.947678,12.256572,Unknown value,,0.2,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,253751000,57.714947,10.598413,Moored,0.0,0.0,153.0,132,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,253751000,57.714947,10.598413,Moored,0.0,0.0,153.0,132,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,205198000,56.702670,8.220713,Unknown value,,0.0,141.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,220284000,57.465168,8.580608,Under way using engine,8.7,18.4,238.6,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211231300,54.470467,9.036398,Under way using engine,0.0,0.0,116.5,157,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219010207,57.493713,10.502175,Unknown value,0.0,0.0,214.7,165,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219019010,91.000000,0.000000,Unknown value,,,,,Unknown,OVKC,KYST-FRB14,SAR,,4,9,Undefined,,Unknown,,AIS,5,4,2,2
27/10/2025 00:00:00,Base Station,2190066,56.530068,8.166948,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,311027700,55.537602,10.859877,Under way using engine,0.0,11.9,338.6,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,311027700,55.537602,10.859877,Under way using engine,0.0,11.9,338.6,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219017733,57.719873,10.593908,Under way sailing,0.0,0.0,184.0,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219017733,57.719873,10.593908,Under way sailing,0.0,0.0,184.0,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,311027700,55.537602,10.859877,Under way using engine,0.0,11.9,338.6,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219019219,55.695627,4.778057,Under way using engine,0.0,1.0,281.6,314,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2194016,55.160005,14.886865,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,311027700,55.537602,10.859877,Under way using engine,0.0,11.9,338.6,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219004002,57.121200,8.603415,Engaged in fishing,0.0,0.0,203.1,147,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265586990,55.372465,13.143612,Under way using engine,,0.0,306.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211293940,54.691867,8.572283,Under way using engine,,0.0,0.1,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,246993000,54.727903,12.558303,Under way using engine,0.0,7.8,236.0,238,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219011032,56.402250,12.047117,Engaged in fishing,,0.0,336.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219011032,56.402250,12.047117,Engaged in fishing,,0.0,336.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219021235,55.449980,10.664218,Engaged in fishing,0.0,0.0,323.8,78,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255806444,56.094373,12.555848,Under way using engine,0.0,10.0,130.8,130,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255815000,54.822208,12.886948,Under way using engine,-1.1,13.7,243.8,246,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255806444,56.094373,12.555848,Under way using engine,0.0,10.0,130.8,130,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219021235,55.449980,10.664218,Engaged in fishing,0.0,0.0,323.8,78,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219004179,56.788085,8.875393,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219004179,56.788085,8.875393,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265502370,57.058877,12.273388,Engaged in fishing,0.0,0.0,138.4,91,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,209314000,54.470240,11.657017,Under way using engine,0.0,7.0,292.5,292,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,209314000,54.470240,11.657017,Under way using engine,0.0,7.0,292.5,292,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211410690,57.719307,10.604283,Under way using engine,,0.0,357.4,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211410690,57.719307,10.604283,Under way using engine,,0.0,357.4,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255916295,54.578297,11.260568,Under way using engine,0.0,8.8,294.1,296,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190071,57.110040,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255916295,54.578297,11.260568,Under way using engine,0.0,8.8,294.1,296,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255916295,54.578297,11.260568,Under way using engine,0.0,8.8,294.1,296,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,257588000,57.709367,11.316242,Under way using engine,0.0,11.7,163.5,165,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,352005806,56.463670,11.567845,Under way using engine,0.0,11.1,212.4,213,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,AtoN,992191504,55.478233,5.105750,Unknown value,,,,,Unknown,Unknown,DAN FC,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,352005806,56.463670,11.567845,Under way using engine,0.0,11.1,212.4,213,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,AtoN,992191504,55.478233,5.105750,Unknown value,,,,,Unknown,Unknown,DAN FC,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,352005806,56.463670,11.567845,Under way using engine,0.0,11.1,212.4,213,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,305445000,55.605047,12.697863,Under way using engine,0.0,13.8,174.9,173,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190071,57.110040,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190071,57.110040,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,305445000,55.605047,12.697863,Under way using engine,0.0,13.8,174.9,173,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,305445000,55.605047,12.697863,Under way using engine,0.0,13.8,174.9,173,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,AtoN,992191509,55.580767,4.759833,Unknown value,,,,,Unknown,Unknown,GORM E,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211910000,54.902355,10.882568,Under way using engine,-2.2,13.3,195.1,198,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,210425000,54.902457,13.481595,Under way using engine,0.0,16.6,335.1,332,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,563460000,55.549655,10.838257,Under way using engine,0.0,12.0,160.9,163,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219023588,57.637000,8.771460,Engaged in fishing,0.0,1.8,241.6,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211910000,54.902355,10.882568,Under way using engine,-2.2,13.3,195.1,198,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,563460000,55.549655,10.838257,Under way using engine,0.0,12.0,160.9,163,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,563460000,55.549655,10.838257,Under way using engine,0.0,12.0,160.9,163,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219019010,57.594288,9.959367,Under way sailing,,0.0,170.7,,Unknown,OVKC,KYST-FRB14,SAR,,4,9,Undefined,,Unknown,,AIS,5,4,2,2
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,257159000,56.701393,8.218368,Under way using engine,0.0,0.0,212.8,140,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,246819000,91.000000,0.000000,Unknown value,,,,,7906801,PBYZ,ROAR R,Reserved,,12,60,GPS,1.8,DKEBJ,20/11/2025 14:00:00,AIS,50,10,6,6
27/10/2025 00:00:00,Base Station,2190068,56.447258,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219002857,55.679147,12.593520,Under way using engine,,0.0,301.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,256226000,56.385878,11.482443,Under way using engine,0.0,12.9,210.4,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219010873,57.716225,10.586493,Under way using engine,0.0,0.0,255.8,49,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,256226000,56.385878,11.482443,Under way using engine,0.0,12.9,210.4,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,256226000,56.385878,11.482443,Under way using engine,0.0,12.9,210.4,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265012560,55.372337,13.143855,Under way using engine,,0.1,239.7,134,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,256226000,56.385878,11.482443,Under way using engine,0.0,12.9,210.4,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219010873,57.716225,10.586493,Under way using engine,0.0,0.0,255.8,49,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,256226000,56.385878,11.482443,Under way using engine,0.0,12.9,210.4,209,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,265610950,57.059048,12.272427,Under way using engine,0.0,0.0,78.9,195,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219006382,55.473783,8.422862,Unknown value,0.0,0.0,,151,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,253816000,57.413210,10.832285,Restricted maneuverability,0.0,0.1,288.3,32,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,253816000,57.413210,10.832285,Restricted maneuverability,0.0,0.1,288.3,32,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219006382,55.473783,8.422862,Unknown value,0.0,0.0,,151,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,220345000,57.593165,9.962655,Engaged in fishing,0.0,0.0,100.0,128,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,220099000,56.969850,11.636917,Engaged in fishing,,4.7,16.0,11,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219035058,91.000000,0.000000,Unknown value,,,,,8829426,OVST2,DKM WORKER,Other,,10,35,Internal,1.9,DKEBJ,21/04/2026 18:00:00,AIS,5,30,2,8
27/10/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,220099000,56.969850,11.636917,Engaged in fishing,,4.7,16.0,11,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,220345000,57.593165,9.962655,Engaged in fishing,0.0,0.0,100.0,128,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,255805555,54.512385,10.349735,Under way using engine,0.0,5.0,239.0,248,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219011867,55.473445,8.423963,Under way using engine,0.0,0.0,230.5,155,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219026257,55.560208,9.753793,Under way using engine,0.0,0.0,56.8,345,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219008089,56.776700,8.254115,Unknown value,,0.0,33.5,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219026257,55.560208,9.753793,Under way using engine,0.0,0.0,56.8,345,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219008089,56.776700,8.254115,Unknown value,,0.0,33.5,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,230700000,57.917800,10.266587,Under way using engine,0.0,23.3,69.8,68,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,230700000,57.917800,10.266587,Under way using engine,0.0,23.3,69.8,68,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219002586,57.591908,9.953722,Engaged in fishing,0.0,,,219,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219705000,56.152657,10.252480,Reserved for future amendment [HSC],0.0,0.0,209.6,28,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219025528,55.688553,12.623863,Power-driven vessel pushing ahead or towing alongside,0.0,0.0,222.5,150,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211216570,54.734812,10.015337,Under way using engine,0.0,0.4,25.7,262,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219027310,56.150975,10.217023,Moored,0.0,0.0,239.3,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211216570,54.734812,10.015337,Under way using engine,0.0,0.4,25.7,262,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219543000,57.973583,9.781083,Under way using engine,0.0,2.2,75.6,72,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219543000,57.973583,9.781083,Under way using engine,0.0,2.2,75.6,72,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,211216570,54.734812,10.015337,Under way using engine,0.0,0.4,25.7,262,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,219027310,56.150975,10.217023,Moored,0.0,0.0,239.3,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
27/10/2025 00:00:00,Class A,636093175,54.219553,7.748415,Under way using engine,-6.4,2.3,103.1,357,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
